Division_Subdivision,Sport,Title/Position,Gender_Race/Ethnicity,2012,2013,2014,2015,2016,2017,2018,2019
Division II,Women's Swimming,Assistant Coach,Male-Black,1,4,2,1,0,3,4,1
Division II,Women's Swimming,Assistant Coach,Male-Other,13,15,13,12,20,14,22,18
Division II,Women's Swimming,Assistant Coach,Male-White,67,53,69,65,70,72,73,75
Division II,Women's Swimming,Head Coach,Female-Other,1,1,1,1,1,1,1,2
Division II,Women's Swimming,Head Coach,Female-White,16,17,18,18,15,18,19,19
Division II,Women's Swimming,Head Coach,Male-Black,0,0,0,0,0,0,0,1
Division II,Women's Swimming,Head Coach,Male-Other,1,3,2,3,6,5,4,7
Division II,Women's Swimming,Head Coach,Male-White,62,62,70,73,71,78,81,73
Division II,Women's Swimming,Student-Athlete,Female-Black,12,17,16,16,17,22,23,26
Division II,Women's Swimming,Student-Athlete,Female-Other,259,280,296,358,376,435,467,521
Division II,Women's Swimming,Student-Athlete,Female-White,1289,1237,1390,1439,1403,1509,1509,1529
Division II,Women's Swimming,Student-Athlete,Male-Other,0,1,0,0,0,0,0,0
Division II,Women's Tennis,Assistant Coach,Female-Black,2,1,2,0,3,1,1,2
Division II,Women's Tennis,Assistant Coach,Female-Other,22,21,31,19,28,28,23,29
Division II,Women's Tennis,Assistant Coach,Female-White,35,27,32,34,37,45,44,36
Division II,Women's Tennis,Assistant Coach,Male-Black,7,6,3,7,8,6,10,7
Division II,Women's Tennis,Assistant Coach,Male-Other,25,30,27,38,34,35,34,47
Division II,Women's Tennis,Assistant Coach,Male-White,59,58,57,60,59,64,75,67
Division II,Women's Tennis,Head Coach,Female-Black,5,5,8,8,6,9,6,7
Division II,Women's Tennis,Head Coach,Female-Other,6,10,8,11,12,11,12,12
Division II,Women's Tennis,Head Coach,Female-White,49,41,37,41,39,39,39,39
Division II,Women's Tennis,Head Coach,Male-Black,19,18,13,14,13,11,15,14
Division II,Women's Tennis,Head Coach,Male-Other,16,17,19,21,16,16,20,17
Division II,Women's Tennis,Head Coach,Male-White,129,134,140,135,140,131,132,132
Division II,Women's Tennis,Student-Athlete,Female-Black,189,188,174,168,155,149,143,136
Division II,Women's Tennis,Student-Athlete,Female-Other,621,609,734,764,800,805,838,904
Division II,Women's Tennis,Student-Athlete,Female-White,1134,1132,1078,1055,1026,976,926,828
Division II,Women's Tennis,Student-Athlete,Male-Other,0,2,0,0,0,0,1,0
Division II,"Women's Track, Indoor",Assistant Coach,Female-Black,30,35,27,36,30,45,39,44
Division II,"Women's Track, Indoor",Assistant Coach,Female-Other,6,10,12,12,14,17,21,24
Division II,"Women's Track, Indoor",Assistant Coach,Female-White,79,88,88,86,90,96,115,108
Division II,"Women's Track, Indoor",Assistant Coach,Male-Black,57,55,70,76,73,84,91,97
Division II,"Women's Track, Indoor",Assistant Coach,Male-Other,9,10,24,20,27,36,37,37
Division II,"Women's Track, Indoor",Assistant Coach,Male-White,225,245,257,285,289,326,311,335
Division II,"Women's Track, Indoor",Head Coach,Female-Black,6,8,8,8,8,7,6,9
Division II,"Women's Track, Indoor",Head Coach,Female-Other,0,3,4,4,4,4,3,3
Division II,"Women's Track, Indoor",Head Coach,Female-White,13,9,11,16,17,15,16,14
Division II,"Women's Track, Indoor",Head Coach,Male-Black,25,20,21,17,21,20,26,30
Division II,"Women's Track, Indoor",Head Coach,Male-Other,0,3,3,5,5,8,9,7
Division II,"Women's Track, Indoor",Head Coach,Male-White,98,109,122,130,132,141,138,137
Division II,"Women's Track, Indoor",Student-Athlete,Female-Black,796,846,983,1058,1094,1182,1258,1309
Division II,"Women's Track, Indoor",Student-Athlete,Female-Other,451,573,643,770,859,957,1098,1096
Division II,"Women's Track, Indoor",Student-Athlete,Female-White,2915,3030,3402,3641,3640,3751,3689,3637
Division II,"Women's Track, Indoor",Student-Athlete,Male-Black,0,0,0,0,0,15,0,0
Division II,"Women's Track, Indoor",Student-Athlete,Male-Other,0,0,0,1,0,0,0,0
Division II,Women's Triathlon,Assistant Coach,Female-Black,0,0,0,0,1,0,0,0
Division II,Women's Triathlon,Assistant Coach,Female-White,0,0,0,0,2,4,4,4
Division II,Women's Triathlon,Assistant Coach,Male-White,0,0,0,0,0,0,1,3
Division II,Women's Triathlon,Head Coach,Female-Black,0,0,0,0,0,1,1,0
Division II,Women's Triathlon,Head Coach,Female-White,0,0,0,0,1,1,1,1
Division II,Women's Triathlon,Head Coach,Male-Other,0,0,0,0,0,0,0,1
Division II,Women's Triathlon,Head Coach,Male-White,0,0,0,0,2,1,4,6
Division II,Women's Triathlon,Student-Athlete,Female-Black,0,0,0,0,0,0,0,1
Division II,Women's Triathlon,Student-Athlete,Female-Other,0,0,0,0,2,0,7,12
Division II,Women's Triathlon,Student-Athlete,Female-White,0,0,0,0,14,17,28,32
Division II,"Women's Track, Outdoor",Assistant Coach,Female-Black,40,38,34,40,39,51,46,52
Division II,"Women's Track, Outdoor",Assistant Coach,Female-Other,12,19,18,14,24,28,26,38
Division II,"Women's Track, Outdoor",Assistant Coach,Female-White,93,97,98,102,106,119,130,134
Division II,"Women's Track, Outdoor",Assistant Coach,Male-Black,73,76,88,96,98,108,113,120
Division II,"Women's Track, Outdoor",Assistant Coach,Male-Other,35,35,43,40,41,50,55,64
Division II,"Women's Track, Outdoor",Assistant Coach,Male-White,251,261,283,313,316,361,352,378
Division II,"Women's Track, Outdoor",Head Coach,Female-Black,12,14,10,13,13,11,13,14
Division II,"Women's Track, Outdoor",Head Coach,Female-Other,0,3,4,4,5,6,3,3
Division II,"Women's Track, Outdoor",Head Coach,Female-White,13,10,14,19,19,16,20,21
Division II,"Women's Track, Outdoor",Head Coach,Male-Black,33,24,26,24,28,28,35,37
Division II,"Women's Track, Outdoor",Head Coach,Male-Other,4,9,9,8,9,10,11,10
Division II,"Women's Track, Outdoor",Head Coach,Male-White,123,129,139,156,160,171,167,174
Division II,"Women's Track, Outdoor",Student-Athlete,Female-Black,1161,1173,1268,1417,1445,1535,1665,1712
Division II,"Women's Track, Outdoor",Student-Athlete,Female-Other,661,752,869,1103,1206,1321,1420,1515
Division II,"Women's Track, Outdoor",Student-Athlete,Female-White,3357,3398,3727,4051,4095,4225,4215,4219
Division II,"Women's Track, Outdoor",Student-Athlete,Male-Other,1,4,0,0,1,0,0,2
Division II,"Women's Track, Outdoor",Student-Athlete,Male-White,0,0,0,0,15,0,0,0
Division II,Women's Volleyball,Assistant Coach,Female-Black,24,24,29,28,23,22,23,29
Division II,Women's Volleyball,Assistant Coach,Female-Other,29,36,40,37,40,44,41,44
Division II,Women's Volleyball,Assistant Coach,Female-White,187,195,200,206,207,195,212,217
Division II,Women's Volleyball,Assistant Coach,Male-Black,10,11,8,11,8,8,2,3
Division II,Women's Volleyball,Assistant Coach,Male-Other,39,35,36,32,39,39,43,37
Division II,Women's Volleyball,Assistant Coach,Male-White,116,110,118,129,124,135,135,131
Division II,Women's Volleyball,Head Coach,Female-Black,17,21,21,21,19,21,22,22
Division II,Women's Volleyball,Head Coach,Female-Other,12,12,15,15,12,12,15,10
Division II,Women's Volleyball,Head Coach,Female-White,108,104,117,119,121,119,121,133
Division II,Women's Volleyball,Head Coach,Male-Black,10,9,10,11,12,10,7,8
Division II,Women's Volleyball,Head Coach,Male-Other,17,18,18,20,18,24,21,20
Division II,Women's Volleyball,Head Coach,Male-White,113,113,107,111,119,117,113,108
Division II,Women's Volleyball,Student-Athlete,Female-Black,508,506,530,553,563,593,638,639
Division II,Women's Volleyball,Student-Athlete,Female-Other,557,633,693,750,763,788,837,932
Division II,Women's Volleyball,Student-Athlete,Female-White,3134,3107,3375,3463,3457,3420,3358,3389
Division II,Women's Volleyball,Student-Athlete,Male-Black,2,0,0,0,10,0,0,0
Division II,Women's Volleyball,Student-Athlete,Male-Other,0,3,0,1,0,0,1,1
Division II,Women's Volleyball,Student-Athlete,Male-White,13,0,0,0,1,16,1,1
Division II,Women's Water Polo,Assistant Coach,Female-Other,1,1,0,1,2,2,1,1
Division II,Women's Water Polo,Assistant Coach,Female-White,5,5,4,8,7,6,8,7
Division II,Women's Water Polo,Assistant Coach,Male-Other,0,0,0,0,0,0,1,1
Division II,Women's Water Polo,Assistant Coach,Male-White,3,5,4,3,3,6,7,8
Division II,Women's Water Polo,Head Coach,Female-Other,1,1,0,0,0,0,0,0
Division II,Women's Water Polo,Head Coach,Female-White,2,2,3,3,3,3,4,5
Division II,Women's Water Polo,Head Coach,Male-White,5,5,7,6,6,6,7,7
Division II,Women's Water Polo,Student-Athlete,Female-Black,4,4,2,2,2,2,4,4
Division II,Women's Water Polo,Student-Athlete,Female-Other,43,43,67,65,63,53,69,72
Division II,Women's Water Polo,Student-Athlete,Female-White,110,123,109,113,128,121,148,159
Division III,Baseball,Assistant Coach,Female-Black,0,0,0,0,0,1,0,0
Division III,Baseball,Assistant Coach,Female-Other,0,5,0,0,1,0,1,0
Division III,Baseball,Assistant Coach,Female-White,14,33,17,19,16,24,7,0
Division III,Baseball,Assistant Coach,Male-Black,14,18,20,21,10,6,12,13
Division III,Baseball,Assistant Coach,Male-Other,53,50,63,63,62,67,78,72
Division III,Baseball,Assistant Coach,Male-White,958,1003,1022,1008,1076,1048,1086,1103
Division III,Baseball,Head Coach,Male-Black,4,3,3,3,3,1,2,3
Division III,Baseball,Head Coach,Male-Other,9,6,7,5,6,8,8,10
Division III,Baseball,Head Coach,Male-White,354,358,361,367,366,370,375,373
Division III,Baseball,Student-Athlete,Female-Black,0,0,0,0,0,3,0,0
Division III,Baseball,Student-Athlete,Female-Other,1,0,0,0,0,2,0,0
Division III,Baseball,Student-Athlete,Female-White,2,1,2,1,0,0,0,1
Division III,Baseball,Student-Athlete,Male-Black,194,206,241,255,270,266,303,318
Division III,Baseball,Student-Athlete,Male-Other,1131,1302,1340,1468,1434,1573,1718,1783
Division III,Baseball,Student-Athlete,Male-White,10727,10769,11131,11245,11488,11708,11803,11949
Division III,Men's Basketball,Assistant Coach,Female-Black,3,4,1,2,1,1,2,0
Division III,Men's Basketball,Assistant Coach,Female-Other,1,2,1,0,0,0,2,0
Division III,Men's Basketball,Assistant Coach,Female-White,25,15,17,14,20,12,15,5
Division III,Men's Basketball,Assistant Coach,Male-Black,188,198,190,206,207,230,234,259
Division III,Men's Basketball,Assistant Coach,Male-Other,31,45,53,47,36,43,55,57
Division III,Men's Basketball,Assistant Coach,Male-White,759,754,767,790,789,805,805,755
Division III,Men's Basketball,Head Coach,Male-Black,35,40,43,42,39,34,34,36
Division III,Men's Basketball,Head Coach,Male-Other,9,6,8,9,7,6,8,11
Division III,Men's Basketball,Head Coach,Male-White,362,363,361,366,371,379,380,372
Division III,Men's Basketball,Student-Athlete,Female-Black,0,0,0,0,0,0,0,0
Division III,Men's Basketball,Student-Athlete,Male-Black,2169,2210,2174,2316,2432,2429,2525,2542
Division III,Men's Basketball,Student-Athlete,Male-Other,680,748,837,878,858,962,977,976
Division III,Men's Basketball,Student-Athlete,Male-White,4469,4354,4380,4334,4294,4305,4236,4160
Division III,Men's Cross Country,Assistant Coach,Female-Black,11,7,10,15,11,12,17,11
Division III,Men's Cross Country,Assistant Coach,Female-Other,5,7,5,9,9,5,11,14
Division III,Men's Cross Country,Assistant Coach,Female-White,121,126,148,148,159,149,163,154
Division III,Men's Cross Country,Assistant Coach,Male-Black,33,28,32,30,31,30,34,38
Division III,Men's Cross Country,Assistant Coach,Male-Other,16,18,23,30,18,21,21,13
Division III,Men's Cross Country,Assistant Coach,Male-White,281,302,286,312,297,326,303,315
Division III,Men's Cross Country,Head Coach,Female-Black,3,2,3,3,3,4,4,5
Division III,Men's Cross Country,Head Coach,Female-Other,2,2,4,4,2,1,4,4
Division III,Men's Cross Country,Head Coach,Female-White,40,35,40,43,52,53,48,54
Division III,Men's Cross Country,Head Coach,Male-Black,22,18,25,25,25,26,22,22
Division III,Men's Cross Country,Head Coach,Male-Other,11,14,16,10,11,12,11,8
Division III,Men's Cross Country,Head Coach,Male-White,307,314,307,307,302,299,310,314
Division III,Men's Cross Country,Student-Athlete,Female-White,8,1,0,0,0,0,1,0
Division III,Men's Cross Country,Student-Athlete,Male-Black,265,283,274,286,349,363,362,364
Division III,Men's Cross Country,Student-Athlete,Male-Other,647,736,739,756,823,849,881,878
Division III,Men's Cross Country,Student-Athlete,Male-White,4839,4842,4839,4702,4654,4599,4436,4443
Division III,Football,All Other Assistants,Female-Black,0,0,2,0,0,0,2,0
Division III,Football,All Other Assistants,Female-Other,0,0,1,1,0,0,0,0
Division III,Football,All Other Assistants,Female-White,7,8,16,11,19,14,13,6
Division III,Football,All Other Assistants,Male-Black,159,205,180,204,219,224,265,278
Division III,Football,All Other Assistants,Male-Other,74,62,76,74,94,100,103,86
Division III,Football,All Other Assistants,Male-White,1279,1243,1255,1250,1254,1234,1203,1201
Division III,Football,Defensive Coordinator,Male-Black,16,16,27,26,29,28,33,37
Division III,Football,Defensive Coordinator,Male-Other,4,5,7,7,7,12,13,11
Division III,Football,Defensive Coordinator,Male-White,210,215,211,217,209,202,197,212
Division III,Football,Graduate Assistant-Football,Female-White,0,0,2,2,2,2,5,3
Division III,Football,Graduate Assistant-Football,Male-Black,27,31,38,28,28,30,32,44
Division III,Football,Graduate Assistant-Football,Male-Other,4,8,4,7,4,9,3,10
Division III,Football,Graduate Assistant-Football,Male-White,150,148,163,159,156,147,152,132
Division III,Football,Head Coach,Male-Black,8,6,6,8,8,9,9,13
Division III,Football,Head Coach,Male-Other,4,4,5,4,4,4,3,6
Division III,Football,Head Coach,Male-White,228,232,236,232,231,231,232,229
Division III,Football,Offensive Coordinator,Male-Black,10,7,6,9,11,9,8,14
Division III,Football,Offensive Coordinator,Male-Other,6,6,6,6,4,7,8,13
Division III,Football,Offensive Coordinator,Male-White,209,213,224,228,221,221,215,222
Division III,Football,Student-Athlete,Female-Black,0,0,0,0,0,0,0,1
Division III,Football,Student-Athlete,Female-Other,0,0,1,1,0,0,4,2
Division III,Football,Student-Athlete,Female-White,0,3,3,0,1,3,3,17
Division III,Football,Student-Athlete,Male-Black,4393,4402,4631,4955,5271,5582,5929,5911
Division III,Football,Student-Athlete,Male-Other,2342,2825,2987,3221,3279,3456,3469,3732
Division III,Football,Student-Athlete,Male-White,17664,17226,17268,17067,16834,16200,15683,15625
Division III,Men's Fencing,Assistant Coach,Female-Other,0,2,1,4,5,3,2,5
Division III,Men's Fencing,Assistant Coach,Female-White,6,4,4,3,2,4,5,7
Division III,Men's Fencing,Assistant Coach,Male-Black,2,2,1,0,0,0,0,0
Division III,Men's Fencing,Assistant Coach,Male-Other,4,6,4,9,8,10,10,7
Division III,Men's Fencing,Assistant Coach,Male-White,15,20,19,23,25,23,29,39
Division III,Men's Fencing,Head Coach,Female-White,1,1,1,1,1,1,1,2
Division III,Men's Fencing,Head Coach,Male-Black,0,1,1,1,1,1,1,1
Division III,Men's Fencing,Head Coach,Male-Other,2,1,1,2,1,1,1,1
Division III,Men's Fencing,Head Coach,Male-White,9,9,9,8,9,9,9,8
Division III,Men's Fencing,Student-Athlete,Female-White,0,0,0,0,0,1,0,0
Division III,Men's Fencing,Student-Athlete,Male-Black,6,7,7,5,7,7,12,9
Division III,Men's Fencing,Student-Athlete,Male-Other,71,87,81,89,86,82,89,86
Division III,Men's Fencing,Student-Athlete,Male-White,130,148,145,141,137,140,144,139
Division III,Men's Golf,Assistant Coach,Female-Black,0,0,0,0,0,0,1,0
Division III,Men's Golf,Assistant Coach,Female-Other,0,1,2,3,3,1,3,7
Division III,Men's Golf,Assistant Coach,Female-White,9,10,14,18,15,18,25,31
Division III,Men's Golf,Assistant Coach,Male-Black,2,1,2,0,1,1,0,1
Division III,Men's Golf,Assistant Coach,Male-Other,1,8,7,5,8,6,7,8
Division III,Men's Golf,Assistant Coach,Male-White,146,154,169,159,155,165,171,176
Division III,Men's Golf,Head Coach,Female-White,6,5,9,6,6,5,8,15
Division III,Men's Golf,Head Coach,Male-Black,5,4,6,6,4,5,6,5
Division III,Men's Golf,Head Coach,Male-Other,9,10,10,9,9,9,9,14
Division III,Men's Golf,Head Coach,Male-White,262,265,263,270,276,277,283,279
Division III,Men's Golf,Student-Athlete,Female-Other,0,0,1,0,1,2,4,1
Division III,Men's Golf,Student-Athlete,Female-White,23,10,9,2,8,9,7,7
Division III,Men's Golf,Student-Athlete,Male-Black,18,16,18,31,28,25,31,20
Division III,Men's Golf,Student-Athlete,Male-Other,240,280,289,320,314,300,339,358
Division III,Men's Golf,Student-Athlete,Male-White,2806,2747,2868,2784,2845,2791,2901,2785
Division III,Men's Gymnastics,Assistant Coach,Female-White,0,0,1,0,0,0,0,0
Division III,Men's Gymnastics,Assistant Coach,Male-Other,0,0,0,0,1,1,1,0
Division III,Men's Gymnastics,Assistant Coach,Male-White,2,2,2,2,2,1,1,3
Division III,Men's Gymnastics,Head Coach,Male-White,1,1,1,1,1,1,1,1
Division III,Men's Gymnastics,Student-Athlete,Male-Black,0,0,1,0,1,2,1,1
Division III,Men's Gymnastics,Student-Athlete,Male-Other,5,4,2,3,1,5,3,7
Division III,Men's Gymnastics,Student-Athlete,Male-White,19,22,19,18,14,13,19,13
Division III,Men's Ice Hockey,Assistant Coach,Female-White,5,4,0,1,2,3,2,5
Division III,Men's Ice Hockey,Assistant Coach,Male-Black,0,0,1,0,0,0,0,1
Division III,Men's Ice Hockey,Assistant Coach,Male-Other,5,4,1,2,4,4,10,8
Division III,Men's Ice Hockey,Assistant Coach,Male-White,164,152,182,180,178,177,181,182
Division III,Men's Ice Hockey,Head Coach,Male-Black,0,0,0,0,0,0,1,0
Division III,Men's Ice Hockey,Head Coach,Male-Other,1,1,2,1,1,2,2,2
Division III,Men's Ice Hockey,Head Coach,Male-White,76,77,76,79,81,81,85,87
Division III,Men's Ice Hockey,Student-Athlete,Male-Black,14,18,19,29,30,21,24,16
Division III,Men's Ice Hockey,Student-Athlete,Male-Other,515,520,451,507,503,450,436,525
Division III,Men's Ice Hockey,Student-Athlete,Male-White,1757,1761,1830,1845,1914,2002,2027,2026
Division III,Men's Lacrosse,Assistant Coach,Female-Black,0,1,0,0,0,0,0,0
Division III,Men's Lacrosse,Assistant Coach,Female-White,4,9,2,2,5,5,6,2
Division III,Men's Lacrosse,Assistant Coach,Male-Black,8,16,12,11,10,11,10,19
Division III,Men's Lacrosse,Assistant Coach,Male-Other,8,11,11,18,16,17,25,19
Division III,Men's Lacrosse,Assistant Coach,Male-White,375,413,424,467,488,487,500,526
Division III,Men's Lacrosse,Head Coach,Female-White,0,1,0,0,0,0,2,0
Division III,Men's Lacrosse,Head Coach,Male-Black,1,2,2,2,4,4,6,6
Division III,Men's Lacrosse,Head Coach,Male-Other,2,0,1,1,2,0,2,3
Division III,Men's Lacrosse,Head Coach,Male-White,185,202,211,218,223,230,228,233
Division III,Men's Lacrosse,Student-Athlete,Female-White,0,0,0,0,0,0,3,1
Division III,Men's Lacrosse,Student-Athlete,Male-Black,179,182,202,259,255,249,305,302
Division III,Men's Lacrosse,Student-Athlete,Male-Other,488,662,682,668,652,718,722,753
Division III,Men's Lacrosse,Student-Athlete,Male-White,5749,6090,6492,6767,6891,7079,7148,7263
Division III,Men's Rifle,Assistant Coach,Female-Black,0,0,0,0,0,0,0,1
Division III,Men's Rifle,Assistant Coach,Female-Other,0,3,1,0,0,0,1,1
Division III,Men's Rifle,Assistant Coach,Female-White,1,0,0,0,0,1,2,1
Division III,Men's Rifle,Assistant Coach,Male-Other,0,0,4,3,0,1,0,0
Division III,Men's Rifle,Assistant Coach,Male-White,2,1,3,0,8,7,7,4
Division III,Men's Rifle,Head Coach,Female-Other,1,1,1,1,1,0,1,1
Division III,Men's Rifle,Head Coach,Female-White,0,0,0,0,0,1,0,0
Division III,Men's Rifle,Head Coach,Male-White,6,4,4,3,2,2,2,3
Division III,Men's Rifle,Student-Athlete,Female-Black,0,3,0,0,0,1,0,1
Division III,Men's Rifle,Student-Athlete,Female-Other,7,13,12,8,8,2,6,4
Division III,Men's Rifle,Student-Athlete,Female-White,11,13,10,12,7,6,3,3
Division III,Men's Rifle,Student-Athlete,Male-Black,1,1,1,2,1,1,0,2
Division III,Men's Rifle,Student-Athlete,Male-Other,19,11,14,4,7,7,7,7
Division III,Men's Rifle,Student-Athlete,Male-White,50,23,20,16,8,18,21,12
Division III,Men's Skiing,Assistant Coach,Female-Other,0,0,0,1,0,0,0,0
Division III,Men's Skiing,Assistant Coach,Female-White,6,8,10,7,4,4,4,7
Division III,Men's Skiing,Assistant Coach,Male-Other,0,0,0,1,1,0,0,0
Division III,Men's Skiing,Assistant Coach,Male-White,13,12,14,13,18,18,16,20
Division III,Men's Skiing,Head Coach,Female-White,2,2,2,2,3,7,4,4
Division III,Men's Skiing,Head Coach,Male-White,15,16,15,14,15,15,16,15
Division III,Men's Skiing,Student-Athlete,Female-White,0,0,0,0,0,2,0,1
Division III,Men's Skiing,Student-Athlete,Male-Black,0,0,0,0,1,1,1,1
Division III,Men's Skiing,Student-Athlete,Male-Other,15,16,14,15,11,12,13,15
Division III,Men's Skiing,Student-Athlete,Male-White,187,195,196,181,182,206,192,192
Division III,Men's Soccer,Assistant Coach,Female-Black,0,1,0,0,2,0,1,0
Division III,Men's Soccer,Assistant Coach,Female-Other,0,1,3,1,5,1,3,1
Division III,Men's Soccer,Assistant Coach,Female-White,21,14,15,11,12,14,16,19
Division III,Men's Soccer,Assistant Coach,Male-Black,28,37,32,34,26,40,57,53
Division III,Men's Soccer,Assistant Coach,Male-Other,79,92,86,89,98,101,118,159
Division III,Men's Soccer,Assistant Coach,Male-White,678,682,699,715,729,733,703,727
Division III,Men's Soccer,Head Coach,Female-White,0,0,0,0,0,1,1,1
Division III,Men's Soccer,Head Coach,Male-Black,20,17,17,18,17,20,18,19
Division III,Men's Soccer,Head Coach,Male-Other,34,34,30,28,35,33,35,39
Division III,Men's Soccer,Head Coach,Male-White,344,352,354,357,354,357,357,357
Division III,Men's Soccer,Student-Athlete,Female-Black,0,0,0,0,0,1,0,0
Division III,Men's Soccer,Student-Athlete,Female-Other,1,1,3,2,2,1,0,0
Division III,Men's Soccer,Student-Athlete,Female-White,9,1,0,0,1,0,0,0
Division III,Men's Soccer,Student-Athlete,Male-Black,680,702,714,777,873,951,1013,1083
Division III,Men's Soccer,Student-Athlete,Male-Other,1984,2217,2273,2586,2629,2826,3056,3082
Division III,Men's Soccer,Student-Athlete,Male-White,8749,8566,8620,8554,8525,8340,8118,8301
Division III,Men's Swimming,Assistant Coach,Female-Black,1,2,2,2,5,2,3,6
Division III,Men's Swimming,Assistant Coach,Female-Other,12,12,9,13,12,8,13,8
Division III,Men's Swimming,Assistant Coach,Female-White,163,171,162,168,186,180,193,197
Division III,Men's Swimming,Assistant Coach,Male-Black,8,4,3,3,4,5,7,8
Division III,Men's Swimming,Assistant Coach,Male-Other,22,22,18,26,19,26,24,25
Division III,Men's Swimming,Assistant Coach,Male-White,226,231,249,243,257,242,260,281
Division III,Men's Swimming,Head Coach,Female-Black,1,1,1,0,1,0,0,0
Division III,Men's Swimming,Head Coach,Female-Other,0,0,0,0,0,2,1,0
Division III,Men's Swimming,Head Coach,Female-White,42,46,46,43,49,41,44,53
Division III,Men's Swimming,Head Coach,Male-Black,0,0,0,1,0,1,1,0
Division III,Men's Swimming,Head Coach,Male-Other,3,4,2,3,5,5,5,9
Division III,Men's Swimming,Head Coach,Male-White,162,162,167,173,171,175,185,185
Division III,Men's Swimming,Student-Athlete,Male-Black,69,88,95,91,104,91,106,99
Division III,Men's Swimming,Student-Athlete,Male-Other,589,739,783,822,832,825,858,857
Division III,Men's Swimming,Student-Athlete,Male-White,3359,3463,3448,3392,3258,3393,3413,3444
Division III,Men's Tennis,Assistant Coach,Female-Black,1,2,1,1,2,3,3,2
Division III,Men's Tennis,Assistant Coach,Female-Other,2,3,7,8,9,6,9,7
Division III,Men's Tennis,Assistant Coach,Female-White,56,44,52,51,55,58,59,70
Division III,Men's Tennis,Assistant Coach,Male-Black,11,6,5,9,13,11,4,11
Division III,Men's Tennis,Assistant Coach,Male-Other,25,32,27,32,27,35,46,46
Division III,Men's Tennis,Assistant Coach,Male-White,205,226,213,221,235,226,237,218
Division III,Men's Tennis,Head Coach,Female-Black,0,0,0,0,0,1,3,0
Division III,Men's Tennis,Head Coach,Female-Other,1,1,1,1,2,5,4,5
Division III,Men's Tennis,Head Coach,Female-White,23,28,24,23,26,28,33,32
Division III,Men's Tennis,Head Coach,Male-Black,11,11,13,11,8,5,8,6
Division III,Men's Tennis,Head Coach,Male-Other,20,18,17,18,15,14,14,16
Division III,Men's Tennis,Head Coach,Male-White,275,269,271,274,278,271,269,270
Division III,Men's Tennis,Student-Athlete,Female-Black,0,0,0,0,0,2,0,1
Division III,Men's Tennis,Student-Athlete,Female-Other,2,1,2,1,4,3,2,3
Division III,Men's Tennis,Student-Athlete,Female-White,7,9,6,8,15,13,2,12
Division III,Men's Tennis,Student-Athlete,Male-Black,100,111,105,153,144,142,147,140
Division III,Men's Tennis,Student-Athlete,Male-Other,709,739,747,825,836,865,937,984
Division III,Men's Tennis,Student-Athlete,Male-White,2872,2788,2781,2703,2624,2623,2498,2463
Division III,"Men's Track, Indoor",Assistant Coach,Female-Black,15,21,22,37,24,28,34,32
Division III,"Men's Track, Indoor",Assistant Coach,Female-Other,4,4,7,13,12,16,20,23
Division III,"Men's Track, Indoor",Assistant Coach,Female-White,160,173,197,199,213,227,260,259
Division III,"Men's Track, Indoor",Assistant Coach,Male-Black,90,91,90,88,100,99,100,103
Division III,"Men's Track, Indoor",Assistant Coach,Male-Other,24,40,45,48,51,39,38,34
Division III,"Men's Track, Indoor",Assistant Coach,Male-White,595,604,619,629,647,679,692,712
Division III,"Men's Track, Indoor",Head Coach,Female-Black,1,1,0,1,2,3,5,4
Division III,"Men's Track, Indoor",Head Coach,Female-Other,0,1,2,2,1,2,2,2
Division III,"Men's Track, Indoor",Head Coach,Female-White,14,13,14,17,22,23,32,36
Division III,"Men's Track, Indoor",Head Coach,Male-Black,21,22,27,31,29,34,31,33
Division III,"Men's Track, Indoor",Head Coach,Male-Other,5,5,6,2,3,2,4,3
Division III,"Men's Track, Indoor",Head Coach,Male-White,200,204,206,205,207,209,213,219
Division III,"Men's Track, Indoor",Student-Athlete,Female-Black,6,4,0,0,0,0,0,0
Division III,"Men's Track, Indoor",Student-Athlete,Female-Other,5,3,0,0,0,0,0,0
Division III,"Men's Track, Indoor",Student-Athlete,Female-White,18,18,0,37,0,0,20,1
Division III,"Men's Track, Indoor",Student-Athlete,Male-Black,1086,1185,1254,1319,1320,1479,1534,1458
Division III,"Men's Track, Indoor",Student-Athlete,Male-Other,910,1133,1172,1211,1250,1388,1367,1496
Division III,"Men's Track, Indoor",Student-Athlete,Male-White,6518,6598,6637,6511,6557,6560,6655,6606
Division III,"Men's Track, Outdoor",Assistant Coach,Female-Black,21,21,25,38,34,29,38,40
Division III,"Men's Track, Outdoor",Assistant Coach,Female-Other,4,5,8,17,11,16,20,22
Division III,"Men's Track, Outdoor",Assistant Coach,Female-White,170,190,219,221,231,248,278,275
Division III,"Men's Track, Outdoor",Assistant Coach,Male-Black,105,111,100,98,112,115,115,111
Division III,"Men's Track, Outdoor",Assistant Coach,Male-Other,41,50,50,55,62,45,45,42
Division III,"Men's Track, Outdoor",Assistant Coach,Male-White,654,657,670,669,690,736,721,755
Division III,"Men's Track, Outdoor",Head Coach,Female-Black,2,3,0,1,2,3,5,5
Division III,"Men's Track, Outdoor",Head Coach,Female-Other,2,2,3,2,0,3,2,2
Division III,"Men's Track, Outdoor",Head Coach,Female-White,17,16,20,22,31,29,36,38
Division III,"Men's Track, Outdoor",Head Coach,Male-Black,26,26,31,36,32,36,34,33
